user_id,variant,event_name
100519,B,checkout
100519,B,purchase
100519,B,repeat_purchase
100520,A,product_view
100522,A,product_view
100523,B,product_view
100523,B,add_to_cart
100523,B,checkout
100523,B,purchase
100525,A,product_view
100526,B,product_view
100527,A,product_view
100531,A,product_view
100532,B,product_view
100534,B,product_view
100535,B,product_view
100536,B,product_view
100538,B,product_view
100539,A,product_view
100543,A,product_view
100544,B,product_view
100544,B,add_to_cart
100544,B,checkout
100544,B,purchase
100545,A,product_view
100546,B,product_view
100546,B,add_to_cart
100546,B,checkout
100546,B,purchase
100548,A,product_view
100549,B,product_view
100550,B,product_view
100551,A,product_view
100553,B,product_view
100553,B,add_to_cart
100553,B,checkout
100554,A,product_view
100554,A,add_to_cart
100554,A,checkout
100554,A,purchase
100555,A,product_view
100556,A,product_view
100557,B,product_view
100559,B,click
100559,B,product_view
100560,B,product_view
100561,B,product_view
100561,B,add_to_cart
100562,B,product_view
100563,A,product_view
100564,A,product_view
100565,B,product_view
100566,A,product_view
100569,B,click
100569,B,product_view
100570,B,product_view
100571,B,product_view
100572,B,product_view
100573,A,product_view
100574,B,product_view
100574,B,add_to_cart
100574,B,checkout
100574,B,purchase
100575,B,product_view
100577,B,click
100578,B,click
100578,B,product_view
100579,B,product_view
100580,B,product_view
100581,A,product_view
100582,B,product_view
100583,B,product_view
100584,A,product_view
100584,A,add_to_cart
100584,A,checkout
100584,A,purchase
100585,B,product_view
100586,A,product_view
100587,A,product_view
100588,A,product_view
100589,A,product_view
100590,A,product_view
100591,A,product_view
100592,B,click
100592,B,product_view
100592,B,add_to_cart
100592,B,checkout
100592,B,purchase
100593,B,product_view
100594,B,product_view
100595,B,product_view
100597,B,product_view
100598,A,product_view
100599,A,product_view
100600,B,product_view
100601,B,product_view
100602,B,product_view
100602,B,add_to_cart
100602,B,checkout
100602,B,purchase
100604,B,product_view
100605,B,product_view
100606,B,product_view
100607,A,product_view
100609,A,product_view
100610,A,product_view
100611,A,product_view
100611,A,add_to_cart
100611,A,checkout
100612,A,product_view
100613,B,product_view
100614,B,product_view
100615,B,product_view
100615,B,add_to_cart
100615,B,checkout
100616,A,product_view
100616,A,add_to_cart
100618,A,product_view
100619,B,product_view
100619,B,add_to_cart
100619,B,checkout
100620,A,product_view
100620,A,add_to_cart
100620,A,checkout
100620,A,purchase
100620,A,repeat_purchase
100621,A,product_view
100621,A,add_to_cart
100621,A,checkout
100622,B,product_view
100623,A,product_view
100624,A,product_view
100625,B,product_view
100626,A,click
100626,A,product_view
100627,B,product_view
100629,A,product_view
100630,A,product_view
100632,B,click
100632,B,product_view
100633,B,product_view
100635,A,product_view
100636,A,product_view
100638,A,click
100638,A,product_view
100638,A,add_to_cart
100638,A,checkout
100638,A,purchase
100639,B,product_view
100640,B,product_view
100641,B,click
100641,B,product_view
100642,B,product_view
100643,A,product_view
100645,B,product_view
100646,B,product_view
100649,B,product_view
100650,B,product_view
100650,B,add_to_cart
100651,B,product_view
100652,B,click
100653,A,product_view
100653,A,add_to_cart
100653,A,checkout
100653,A,purchase
100653,A,repeat_purchase
100654,B,product_view
100654,B,add_to_cart
100654,B,checkout
100654,B,purchase
100654,B,repeat_purchase
100655,A,product_view
100656,B,product_view
100656,B,add_to_cart
100656,B,checkout
100656,B,purchase
100657,A,product_view
100657,A,add_to_cart
100660,A,product_view
100660,A,add_to_cart
100660,A,checkout
100660,A,purchase
100661,B,product_view
100662,A,product_view
100663,B,product_view
100664,B,product_view
100665,A,product_view
100665,A,add_to_cart
100665,A,checkout
100665,A,purchase
100666,B,product_view
100666,B,add_to_cart
100667,B,product_view
100668,A,product_view
100669,A,product_view
100670,B,product_view
100671,B,product_view
100672,A,product_view
100673,A,product_view
100676,B,product_view
100677,B,product_view
100678,B,product_view
100679,A,product_view
100681,A,click
100681,A,product_view
100682,A,click
100682,A,product_view
100683,B,product_view
100684,A,product_view
100685,B,product_view
100686,A,click
100687,A,product_view
100687,A,add_to_cart
100687,A,checkout
100687,A,purchase
100688,A,product_view
100689,B,product_view
100691,B,product_view
100692,A,product_view
100693,B,product_view
100693,B,add_to_cart
100693,B,checkout
100694,B,product_view
100695,A,product_view
100696,A,click
100696,A,product_view
100697,A,product_view
100698,A,product_view
100698,A,add_to_cart
100698,A,checkout
100698,A,purchase
100699,B,product_view
100700,A,product_view
100701,A,product_view
100701,A,add_to_cart
100701,A,checkout
100701,A,purchase
100703,A,product_view
100703,A,add_to_cart
100703,A,checkout
100703,A,purchase
100703,A,repeat_purchase
100704,B,product_view
100705,A,product_view
100706,B,product_view
100707,B,product_view
100707,B,add_to_cart
100707,B,checkout
100707,B,purchase
100707,B,repeat_purchase
100708,B,product_view
100709,A,product_view
100710,A,product_view
100712,B,product_view
100712,B,add_to_cart
100712,B,checkout
100712,B,purchase
100714,A,product_view
100715,B,product_view
100716,B,product_view
100717,B,product_view
100718,B,product_view
100719,B,product_view
100722,B,product_view
100723,B,product_view
100724,A,product_view
100726,B,product_view
100726,B,add_to_cart
100727,A,product_view
100728,A,product_view
100729,B,product_view
100730,A,product_view
100730,A,add_to_cart
100731,A,product_view
100732,A,product_view
100733,B,product_view
100734,B,product_view
100735,B,product_view
100737,A,product_view
100738,A,product_view
100738,A,add_to_cart
100738,A,checkout
100738,A,purchase
100739,B,product_view
100740,A,product_view
100740,A,add_to_cart
100742,B,product_view
100744,B,product_view
100745,A,product_view
100746,B,product_view
100747,B,product_view
100748,A,product_view
100750,B,click
100751,A,product_view
100751,A,add_to_cart
100751,A,checkout
100751,A,purchase
100754,B,click
100754,B,product_view
100755,A,product_view
100755,A,add_to_cart
100755,A,checkout
100756,A,product_view
100757,B,product_view
100758,B,product_view
100760,B,product_view
100761,A,product_view
100762,B,product_view
100763,A,product_view
100764,A,product_view
100765,A,product_view
100766,A,product_view
100766,A,add_to_cart
100766,A,checkout
100766,A,purchase
100767,A,product_view
100768,B,product_view
100769,A,product_view
100770,B,product_view
100771,A,product_view
100772,B,product_view
100773,A,product_view
100775,A,product_view
100778,A,product_view
100779,A,product_view
100780,B,product_view
100782,B,product_view
100783,B,product_view
100784,B,product_view
100785,A,product_view
100786,A,product_view
100787,A,product_view
100788,A,click
100788,A,product_view
100790,B,product_view
100791,A,product_view
100792,A,product_view
100794,A,product_view
100796,A,product_view
100797,A,click
100798,B,product_view
100799,A,product_view
100799,A,add_to_cart
100800,A,product_view
100800,A,add_to_cart
100800,A,checkout
100800,A,purchase
100803,B,product_view
100803,B,add_to_cart
100803,B,checkout
100803,B,purchase
100803,B,repeat_purchase
100804,A,product_view
100804,A,add_to_cart
100805,B,product_view
100805,B,add_to_cart
100805,B,checkout
100806,A,product_view
100806,A,add_to_cart
100807,B,product_view
100808,B,click
100808,B,product_view
100809,B,product_view
100810,A,product_view
100812,A,product_view
100813,B,product_view
100814,B,product_view
100814,B,add_to_cart
100814,B,checkout
100814,B,purchase
100815,A,product_view
100815,A,add_to_cart
100816,B,product_view
100817,B,product_view
100817,B,add_to_cart
100818,B,product_view
100818,B,add_to_cart
100819,A,product_view
100820,A,product_view
100821,A,product_view
100822,B,product_view
100823,B,product_view
100823,B,add_to_cart
100824,B,product_view
100825,B,product_view
100826,A,click
100826,A,product_view
100827,B,product_view
100829,B,product_view
100830,A,product_view
100831,A,product_view
100832,A,product_view
100833,A,product_view
100834,B,product_view
100835,B,product_view
100836,A,click
100836,A,product_view
100837,A,product_view
100838,B,product_view
100839,A,product_view
100840,A,product_view
100840,A,add_to_cart
100840,A,checkout
100840,A,purchase
100841,B,product_view
100842,A,product_view
100843,B,product_view
100847,B,product_view
100848,B,product_view
100848,B,add_to_cart
100848,B,checkout
100848,B,purchase
100849,B,product_view
100850,A,product_view
100851,A,product_view
100852,A,product_view
100854,B,product_view
100855,A,product_view
100856,A,product_view
100857,A,product_view
100858,B,product_view
100859,A,product_view
100860,A,product_view
100861,B,product_view
100862,A,product_view
100863,B,product_view
100864,A,product_view
100865,B,product_view
100867,A,product_view
100868,A,product_view
100870,A,product_view
100872,A,click
100872,A,product_view
100873,B,product_view
100874,B,click
100874,B,product_view
100874,B,add_to_cart
100875,B,product_view
100876,B,click
100876,B,product_view
100877,A,product_view
100877,A,add_to_cart
100877,A,checkout
100878,B,click
100878,B,product_view
100879,B,product_view
100880,B,product_view
100881,A,product_view
100882,B,product_view
100882,B,add_to_cart
100884,A,product_view
100886,B,product_view
100887,B,product_view
100888,B,product_view
100890,A,product_view
100890,A,add_to_cart
100890,A,checkout
100890,A,purchase
100890,A,repeat_purchase
100893,B,product_view
100894,A,product_view
100895,A,product_view
100896,B,product_view
100896,B,add_to_cart
100897,A,product_view
100897,A,add_to_cart
100897,A,checkout
100899,B,product_view
100900,A,product_view
100901,A,product_view
100902,B,product_view
100904,B,product_view
100906,A,product_view
100907,B,product_view
100908,B,click
100908,B,product_view
100908,B,add_to_cart
100908,B,checkout
100909,A,click
100909,A,product_view
100910,A,click
100910,A,product_view
100913,A,product_view
100913,A,add_to_cart
100913,A,checkout
100913,A,purchase
100913,A,repeat_purchase
100914,A,product_view
100917,A,product_view
100917,A,add_to_cart
100917,A,checkout
100917,A,purchase
100918,B,product_view
100920,A,product_view
100921,A,product_view
100922,A,product_view
100923,B,product_view
100924,B,click
100925,A,product_view
100925,A,add_to_cart
100925,A,checkout
100925,A,purchase
100926,A,product_view
100931,A,product_view
100934,B,product_view
100934,B,add_to_cart
100935,B,product_view
100936,A,product_view
100937,B,product_view
100938,A,click
100938,A,product_view
100938,A,add_to_cart
100938,A,checkout
100938,A,purchase
100938,A,repeat_purchase
100939,A,product_view
100939,A,add_to_cart
100940,A,click
100940,A,product_view
100941,A,product_view
100942,A,product_view
100943,B,click
100944,B,product_view
100945,A,product_view
100945,A,add_to_cart
100945,A,checkout
100945,A,purchase
100946,A,product_view
100949,A,product_view
100950,A,product_view
100951,A,product_view
100951,A,add_to_cart
100951,A,checkout
100952,A,click
100952,A,product_view
100953,B,product_view
100954,B,product_view
100955,B,click
100955,B,product_view
100956,A,product_view
100957,B,product_view
100958,A,product_view
100959,A,product_view
100960,A,click
100960,A,product_view
100961,B,product_view
100961,B,add_to_cart
100962,B,click
100962,B,product_view
100964,B,product_view
100965,B,product_view
100965,B,add_to_cart
100965,B,checkout
100965,B,purchase
100966,B,product_view
100967,A,product_view
100969,B,product_view
100969,B,add_to_cart
100969,B,checkout
100970,A,product_view
100972,B,product_view
100974,B,product_view
100975,A,product_view
100976,A,product_view
100977,B,product_view
100978,B,product_view
100980,B,click
100980,B,product_view
100981,A,product_view
100982,A,click
100983,A,product_view
100984,A,product_view
100985,B,product_view
100987,A,product_view
100988,B,product_view
100989,A,product_view
100991,A,product_view
100992,B,click
100992,B,product_view
100994,A,click
100994,A,product_view
100994,A,add_to_cart
100994,A,checkout
100994,A,purchase
100994,A,repeat_purchase
100995,B,product_view
100996,B,product_view
100997,B,product_view
100997,B,add_to_cart
100997,B,checkout
100997,B,purchase
100998,B,product_view
100998,B,add_to_cart
100999,B,product_view
100999,B,add_to_cart
101000,A,product_view
101001,B,product_view
101002,B,click
101002,B,product_view
101003,B,click
101003,B,product_view
101003,B,add_to_cart
101003,B,checkout
101003,B,purchase
101004,A,product_view
101006,B,product_view
101007,A,product_view
101010,A,product_view
101013,A,click
101013,A,product_view
101014,B,click
101014,B,product_view
101014,B,add_to_cart
101015,B,product_view
101016,A,product_view
101017,B,click
101017,B,product_view
101018,A,product_view
101019,A,product_view
101020,B,product_view
101022,A,product_view
101023,B,product_view
101024,A,product_view
101024,A,add_to_cart
101025,A,click
101025,A,product_view
101026,A,product_view
101027,A,product_view
101028,A,product_view
101029,B,product_view
101030,B,product_view
101031,B,click
101031,B,product_view
101032,A,product_view
101033,A,product_view
101034,A,click
101034,A,product_view
101035,B,product_view
101036,B,click
101036,B,product_view
101036,B,add_to_cart
101036,B,checkout
101037,A,product_view
101037,A,add_to_cart
101037,A,checkout
101037,A,purchase
101038,A,product_view
101039,A,product_view
101041,A,product_view
101042,B,product_view
101043,A,click
101043,A,product_view
101044,B,click
101044,B,product_view
101045,A,product_view
101046,A,product_view
101047,B,product_view
101048,B,click
101048,B,product_view
101049,B,product_view
101051,A,click
101051,A,product_view
101052,B,product_view
101053,A,product_view
101054,A,product_view
101055,B,product_view
101056,B,product_view
101056,B,add_to_cart
101057,B,product_view
101058,A,click
101058,A,product_view
101059,A,product_view
101059,A,add_to_cart
101059,A,checkout
101060,A,product_view
101061,B,product_view
101062,A,product_view
101063,A,product_view
101064,B,product_view
101064,B,add_to_cart
101064,B,checkout
101065,A,product_view
101067,A,product_view
101067,A,add_to_cart
101067,A,checkout
101067,A,purchase
101068,A,product_view
101069,B,product_view
101070,A,product_view
101071,B,product_view
101072,B,product_view
101072,B,add_to_cart
101073,A,product_view
101074,B,product_view
101076,B,product_view
101077,A,product_view
101078,A,product_view
101079,B,product_view
101079,B,add_to_cart
101079,B,checkout
101079,B,purchase
101079,B,repeat_purchase
101081,B,click
101083,B,product_view
101083,B,add_to_cart
101084,B,product_view
101085,A,product_view
101085,A,add_to_cart
101085,A,checkout
101086,B,product_view
101086,B,add_to_cart
101086,B,checkout
101086,B,purchase
101086,B,repeat_purchase
101088,A,product_view
101088,A,add_to_cart
101089,A,product_view
101090,A,product_view
101092,A,product_view
101093,B,product_view
101094,A,product_view
101095,A,click
101096,B,click
101096,B,product_view
101097,A,product_view
101098,A,product_view
101101,B,product_view
101102,A,product_view
101103,B,product_view
101104,A,product_view
101105,B,product_view
101106,B,product_view
101107,A,click
101108,A,product_view
101108,A,add_to_cart
101109,A,product_view
101110,B,product_view
101111,B,click
101111,B,product_view
101112,A,product_view
101113,A,product_view
101113,A,add_to_cart
101113,A,checkout
101113,A,purchase
101113,A,repeat_purchase
101114,B,product_view
101115,B,product_view
101116,B,product_view
101117,A,product_view
101118,B,product_view
101118,B,add_to_cart
101118,B,checkout
101119,B,click
101119,B,product_view
101120,B,product_view
101121,B,product_view
101122,B,product_view
101123,B,product_view
101125,A,product_view
101126,A,product_view
101126,A,add_to_cart
101126,A,checkout
101126,A,purchase
101127,A,product_view
101128,B,product_view
101129,A,product_view
101131,B,product_view
101133,B,product_view
101134,B,product_view
101135,B,product_view
101135,B,add_to_cart
101135,B,checkout
101135,B,purchase
101136,B,product_view
101139,B,product_view
101140,A,product_view
101141,B,product_view
101142,B,product_view
101143,B,product_view
101144,B,click
101144,B,product_view
101145,A,product_view
101147,B,product_view
101148,B,product_view
101149,A,product_view
101151,A,product_view
101151,A,add_to_cart
101151,A,checkout
101152,B,product_view
101153,A,product_view
101155,A,click
101155,A,product_view
101157,B,product_view
101158,B,product_view
101159,B,product_view
101161,B,product_view
101161,B,add_to_cart
101161,B,checkout
101161,B,purchase
101162,B,product_view
101162,B,add_to_cart
101162,B,checkout
101163,B,product_view
101164,A,product_view
101165,B,product_view
101166,A,product_view
101167,B,product_view
101167,B,add_to_cart
101168,B,product_view
101169,B,product_view
101171,A,click
101171,A,product_view
101172,A,product_view
101174,B,product_view
101175,B,product_view
101175,B,add_to_cart
101175,B,checkout
101176,A,product_view
101176,A,add_to_cart
101177,A,product_view
101178,B,product_view
101179,B,click
101179,B,product_view
101181,A,product_view
101182,A,product_view
101183,A,product_view
101184,B,product_view
101185,A,product_view
101187,A,click
101187,A,product_view
101188,B,product_view
101189,B,product_view
101190,A,product_view
101191,A,product_view
101192,B,product_view
101193,B,product_view
101194,A,product_view
101195,B,click
101196,A,product_view
101197,A,product_view
101197,A,add_to_cart
101198,A,click
101198,A,product_view
101198,A,add_to_cart
101198,A,checkout
101198,A,purchase
101199,B,product_view
101199,B,add_to_cart
101199,B,checkout
101199,B,purchase
101200,A,product_view
101202,A,product_view
101204,B,product_view
101205,B,product_view
101205,B,add_to_cart
101205,B,checkout
101206,B,product_view
101208,B,product_view
101209,A,product_view
101210,B,product_view
101211,A,product_view
101214,B,product_view
101214,B,add_to_cart
101215,A,product_view
101215,A,add_to_cart
