user_id,variant,device,channel,customer_segment,ctr,product_view,add_to_cart,checkout,purchase,repeat_purchase,engaged,order_value,repeat_order_value,total_revenue
100028,A,Desktop,Social,Returning,1,0,0,0,0,0,1,0.0,0.0,0.0
100029,A,Desktop,Paid Search,New,0,1,1,0,0,0,1,0.0,0.0,0.0
100030,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100031,A,Mobile,Organic,New,0,1,1,1,1,0,1,2436.018978418935,0.0,2436.018978418935
100032,B,Mobile,Email,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100033,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100034,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100035,A,Desktop,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100036,A,Mobile,Social,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100037,A,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100038,A,Desktop,Email,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100039,B,Mobile,Social,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100040,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100041,A,Mobile,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100042,B,Desktop,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100043,A,Mobile,Social,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100044,A,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100045,B,Desktop,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100046,A,Mobile,Email,Returning,1,1,0,0,0,0,1,0.0,0.0,0.0
100047,A,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100048,B,Tablet,Organic,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100049,A,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100050,B,Mobile,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100051,B,Desktop,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100052,A,Desktop,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100053,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100054,B,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100055,B,Mobile,Organic,New,0,1,1,0,0,0,1,0.0,0.0,0.0
100056,A,Desktop,Direct,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100057,B,Desktop,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100058,B,Mobile,Paid Search,Returning,0,1,1,1,0,0,0,0.0,0.0,0.0
100059,A,Mobile,Social,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100060,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100061,A,Mobile,Organic,New,0,1,1,0,0,0,0,0.0,0.0,0.0
100062,A,Mobile,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100063,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100064,B,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100065,B,Mobile,Organic,Returning,0,1,1,1,0,0,1,0.0,0.0,0.0
100066,B,Mobile,Direct,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100067,B,Mobile,Social,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100068,B,Mobile,Direct,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100069,A,Mobile,Email,New,1,0,0,0,0,0,0,0.0,0.0,0.0
100070,B,Mobile,Paid Search,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100071,B,Mobile,Social,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100072,B,Mobile,Direct,Returning,1,0,0,0,0,0,0,0.0,0.0,0.0
100073,A,Desktop,Organic,New,0,1,1,1,0,0,0,0.0,0.0,0.0
100074,A,Mobile,Direct,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100075,A,Desktop,Direct,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100076,A,Mobile,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100077,B,Desktop,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100078,B,Desktop,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100079,A,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100080,B,Desktop,Organic,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
100081,B,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100082,A,Mobile,Organic,New,1,1,1,1,1,0,0,1765.31278091258,0.0,1765.31278091258
100083,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100084,A,Desktop,Organic,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100085,B,Mobile,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100086,A,Mobile,Email,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100087,A,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100088,B,Mobile,Organic,New,1,0,0,0,0,0,1,0.0,0.0,0.0
100089,A,Mobile,Direct,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100090,B,Mobile,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100091,A,Desktop,Direct,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100092,A,Desktop,Social,Returning,0,1,1,0,0,0,0,0.0,0.0,0.0
100093,B,Mobile,Social,New,0,1,1,1,1,0,0,2033.1440570390098,0.0,2033.1440570390098
100094,B,Desktop,Direct,New,1,1,0,0,0,0,1,0.0,0.0,0.0
100095,A,Mobile,Direct,New,0,1,1,1,1,0,1,2820.1303964527588,0.0,2820.1303964527588
100096,B,Mobile,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100097,A,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100098,A,Desktop,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100099,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100100,A,Mobile,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100101,A,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100102,A,Mobile,Email,New,0,1,1,0,0,0,0,0.0,0.0,0.0
100103,A,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100104,B,Desktop,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100105,A,Mobile,Organic,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100106,B,Mobile,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100107,A,Mobile,Paid Search,Returning,1,0,0,0,0,0,1,0.0,0.0,0.0
100108,A,Desktop,Paid Search,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100109,B,Desktop,Organic,New,1,1,1,1,0,0,1,0.0,0.0,0.0
100110,B,Mobile,Social,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
100111,A,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100112,B,Desktop,Email,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100113,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100114,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100115,B,Desktop,Paid Search,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100116,B,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100117,A,Mobile,Organic,New,1,0,0,0,0,0,0,0.0,0.0,0.0
100118,A,Mobile,Paid Search,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100119,B,Mobile,Social,New,0,1,1,1,1,0,1,2573.2989344214625,0.0,2573.2989344214625
100120,B,Mobile,Social,New,0,1,1,0,0,0,0,0.0,0.0,0.0
100121,A,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100122,A,Mobile,Organic,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100123,A,Mobile,Social,New,1,0,0,0,0,0,1,0.0,0.0,0.0
100124,B,Mobile,Email,New,0,1,1,1,1,0,1,2479.454199419034,0.0,2479.454199419034
100125,B,Desktop,Organic,New,1,1,1,1,1,1,0,4288.02469280874,4018.75781087915,8306.78250368789
100126,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100127,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100128,A,Mobile,Paid Search,Returning,0,1,1,1,1,1,1,2006.650692424695,2066.5344867607864,4073.1851791854815
100129,A,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100130,A,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100131,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100132,B,Mobile,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100133,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100134,A,Mobile,Email,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100135,B,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100136,A,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100137,B,Desktop,Direct,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
100138,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100139,A,Mobile,Social,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100140,A,Desktop,Organic,New,1,1,0,0,0,0,1,0.0,0.0,0.0
100141,B,Desktop,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100142,B,Mobile,Organic,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
100143,A,Mobile,Direct,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100144,B,Tablet,Email,New,1,1,1,1,1,1,0,1656.235374973937,2110.7331033184337,3766.9684782923705
100145,B,Desktop,Paid Search,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100146,A,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100147,A,Mobile,Direct,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100148,A,Desktop,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100149,A,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100150,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100151,A,Mobile,Email,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100152,B,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100153,A,Mobile,Organic,New,0,1,1,1,0,0,0,0.0,0.0,0.0
100154,A,Mobile,Direct,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100155,B,Desktop,Social,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100156,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100157,B,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100158,A,Mobile,Email,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100159,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100160,B,Mobile,Paid Search,Returning,0,1,1,1,0,0,1,0.0,0.0,0.0
100161,B,Mobile,Email,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100162,B,Desktop,Paid Search,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
100163,B,Mobile,Email,New,0,1,1,1,0,0,1,0.0,0.0,0.0
100164,A,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100165,B,Desktop,Paid Search,Returning,1,0,0,0,0,0,0,0.0,0.0,0.0
100166,B,Mobile,Direct,Returning,0,1,1,1,0,0,0,0.0,0.0,0.0
100167,A,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100168,A,Mobile,Social,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100169,A,Tablet,Organic,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100170,A,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100171,A,Mobile,Paid Search,New,0,1,1,1,1,0,0,2519.174861326639,0.0,2519.174861326639
100172,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100173,A,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100174,B,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100175,B,Mobile,Email,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100176,B,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100177,B,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100178,A,Mobile,Paid Search,New,1,1,1,1,1,0,0,2858.5495903665847,0.0,2858.5495903665847
100179,B,Mobile,Email,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100180,A,Mobile,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100181,A,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100182,A,Desktop,Direct,Returning,0,1,1,0,0,0,0,0.0,0.0,0.0
100183,B,Desktop,Organic,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100184,B,Mobile,Direct,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100185,B,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100186,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100187,B,Desktop,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100188,A,Desktop,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100189,B,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100190,A,Tablet,Email,New,1,1,1,1,1,0,1,2532.8008538135,0.0,2532.8008538135
100191,A,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100192,A,Mobile,Email,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100193,B,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100194,B,Desktop,Organic,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100195,B,Desktop,Social,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
100196,A,Mobile,Social,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
100197,A,Mobile,Organic,New,0,1,1,1,1,0,1,3837.3058632283787,0.0,3837.3058632283787
100198,B,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100199,A,Mobile,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100200,A,Mobile,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100201,B,Desktop,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100202,B,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100203,B,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100204,B,Mobile,Direct,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100205,A,Mobile,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100206,A,Mobile,Organic,New,1,1,0,0,0,0,1,0.0,0.0,0.0
100207,A,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100208,B,Mobile,Social,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100209,B,Tablet,Organic,Returning,0,1,1,0,0,0,0,0.0,0.0,0.0
100210,B,Mobile,Organic,New,0,1,1,0,0,0,0,0.0,0.0,0.0
100211,B,Desktop,Paid Search,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100212,B,Desktop,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100213,B,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100214,B,Desktop,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100215,B,Tablet,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100216,A,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100217,A,Mobile,Paid Search,New,0,1,1,0,0,0,0,0.0,0.0,0.0
100218,B,Mobile,Organic,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100219,A,Desktop,Direct,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100220,B,Desktop,Organic,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100221,A,Desktop,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100222,B,Tablet,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100223,A,Desktop,Paid Search,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100224,A,Mobile,Email,Returning,1,1,1,0,0,0,0,0.0,0.0,0.0
100225,B,Tablet,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100226,B,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100227,A,Desktop,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100228,A,Mobile,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100229,A,Desktop,Direct,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100230,B,Tablet,Organic,New,0,1,1,0,0,0,0,0.0,0.0,0.0
100231,A,Desktop,Email,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100232,B,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100233,A,Mobile,Social,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100234,A,Mobile,Email,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100235,A,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100236,B,Desktop,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100237,B,Mobile,Social,New,0,1,1,0,0,0,1,0.0,0.0,0.0
100238,A,Mobile,Social,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
100239,A,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100240,B,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100241,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100242,A,Desktop,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100243,B,Mobile,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100244,A,Mobile,Organic,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
100245,A,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100246,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100247,B,Mobile,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100248,A,Mobile,Email,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100249,B,Mobile,Direct,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100250,B,Desktop,Organic,New,0,1,1,1,0,0,1,0.0,0.0,0.0
100251,B,Mobile,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100252,B,Desktop,Social,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100253,A,Mobile,Social,New,0,1,1,0,0,0,0,0.0,0.0,0.0
100254,A,Mobile,Email,New,1,1,0,0,0,0,1,0.0,0.0,0.0
100255,A,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100256,A,Mobile,Organic,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100257,B,Desktop,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100258,A,Desktop,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100259,B,Desktop,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100260,B,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100261,A,Mobile,Social,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100262,A,Desktop,Email,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100263,A,Mobile,Social,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100264,B,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100265,B,Mobile,Email,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100266,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100267,A,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100268,A,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100269,A,Mobile,Paid Search,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100270,B,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100271,B,Desktop,Social,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100272,B,Mobile,Social,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100273,B,Mobile,Social,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
100274,A,Desktop,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100275,A,Desktop,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100276,B,Mobile,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100277,A,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100278,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100279,B,Mobile,Paid Search,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100280,A,Mobile,Social,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100281,A,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100282,A,Mobile,Social,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100283,B,Mobile,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100284,B,Mobile,Paid Search,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100285,B,Mobile,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100286,A,Desktop,Email,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100287,A,Mobile,Organic,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100288,B,Mobile,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100289,A,Mobile,Organic,Returning,0,1,0,0,0,0,0,0.0,0.0,0.0
100290,B,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100291,B,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100292,B,Desktop,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100293,B,Mobile,Paid Search,Returning,0,1,1,0,0,0,0,0.0,0.0,0.0
100294,B,Mobile,Direct,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100295,B,Desktop,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100296,B,Desktop,Organic,New,0,1,1,1,1,0,0,3484.680449191063,0.0,3484.680449191063
100297,A,Tablet,Direct,Returning,0,0,0,0,0,0,1,0.0,0.0,0.0
100298,A,Desktop,Paid Search,Returning,0,1,0,0,0,0,1,0.0,0.0,0.0
100299,A,Desktop,Direct,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100300,B,Desktop,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100301,B,Mobile,Direct,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100302,B,Tablet,Direct,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100303,A,Mobile,Social,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100304,B,Tablet,Social,New,0,1,1,0,0,0,0,0.0,0.0,0.0
100305,A,Desktop,Direct,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100306,B,Desktop,Paid Search,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100307,B,Mobile,Email,New,0,1,0,0,0,0,1,0.0,0.0,0.0
100308,A,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100309,A,Mobile,Paid Search,New,0,0,0,0,0,0,1,0.0,0.0,0.0
100310,B,Mobile,Organic,New,0,1,1,1,1,1,0,3292.4625290339636,4149.139876909996,7441.60240594396
100311,A,Desktop,Email,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100312,A,Mobile,Paid Search,New,1,1,0,0,0,0,0,0.0,0.0,0.0
100313,A,Tablet,Email,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100314,A,Mobile,Paid Search,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
100315,B,Mobile,Organic,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
100316,A,Mobile,Social,Returning,0,0,0,0,0,0,0,0.0,0.0,0.0
100317,B,Mobile,Social,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100318,A,Mobile,Paid Search,New,0,0,0,0,0,0,0,0.0,0.0,0.0
100319,B,Mobile,Organic,New,0,1,0,0,0,0,0,0.0,0.0,0.0
100320,B,Mobile,Organic,New,0,0,0,0,0,0,0,0.0,0.0,0.0
